Unnamed: 0,author,date,text,label,video,LF1,LF2,LF3,LF4,LF5,LF6,LF7,LF8,LF9,LF10,major_label
45,Vincent T.,,RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX)  CLICK! SUBSCRIBE!,1,4,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
46,janez novak,,share and like this page to win a hand signed Rihanna photo!!! fb -  Fans of Rihanna,1,4,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0
47,Joyce Jones,,Check out this playlist on YouTube:ï»¿,1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
48,Shakeema Edwards,2015-05-24T01:27:05.997000,"Charlie, heroin will do that to you.ï»¿",0,4,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0
49,Emma Fedorova,2015-05-26T22:16:39.932000,LOVE IT!!!!!!!ï»¿,0,4,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
50,AllDailyVines,,:D subscribe to me for daily vines,1,4,-1,1,-1,-1,-1,-1,-1,-1,-1,0,0
51,Steph C,,Check out this video on YouTube:ï»¿,1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
52,Darrion Johnson,2015-05-29T01:27:30.360000,Wow this video almost has a billion views! Didn&#39;t know it was so popular ï»¿,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
53,mona lavallee,,Check out this video on YouTube<br /><br /><br />ï»¿,1,4,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1
54,spamworld2009,,Share Eminem&#39;s Artist of the Year video so he can win. We could see a performance and acceptance speech. Like this comment so everyone can see.  2014 =  Year of Eminem,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
55,Andrew Willigar,,"<a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Awesome"">#Awesome</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Share"">#Share</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23RT"">#RT</a> Eminem - Love The Way You Lie ft. Rihanna <a href=""http://ow.ly/2zME8f"">http://ow.ly/2zME8f</a>ï»¿",1,4,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1
56,kevin alvarado,,Check out this video on YouTube:ï»¿,1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
57,Scott Johnson,,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  Why does the view disclose the macho lift? Why does the letter frame the thundering cause? Why does the talk prevent the conscious memory?",1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,0,1
58,Amy Eller,,Check out this video on YouTube:ï»¿,1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
59,Maria Montana,2015-05-23T04:15:02.178000,"Awesome song!,congratulations!!!ï»¿",0,4,-1,-1,-1,-1,0,-1,0,-1,0,0,0
60,Chuck Norris,,Do you need more instagram followers or photo likes? Check out IGBlast.com and get em in minutes!,1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,0,0
61,railn j sander,2015-05-26T05:32:15.041000,"I guss this song is one of my worst fears in life, to be with someone who abusive towered me and live with him.... ï»¿",0,4,1,-1,-1,-1,0,-1,-1,-1,-1,0,0
62,RapStarz Coleman,,Subscribe To MÃª Please Guys,1,4,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1
63,Trey Curling,,Check out my channel for some lyricism.....,1,4,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
64,KING CAPP,2015-05-26T02:31:39.111000,2008-2010 were the years for popï»¿,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65,rukshan bieber,,Hey guys please just spent one minute for me:) im a singer from srilanka and im 18 year&#39;s old! SooO I LIKE TO BE GREAT SINGER will be a one day so i hope it would be happen in really my life. Just view my videos and rate it and let me know how is my voice please help us guys closer to living my dream:)! I really know you&#39;d helped me who read this comment he/she can just understand my feeling ! Thanks guys lv u really much more! SUBSCRIBE IT MY CHANNEL AND ONECE AGAIN THANK U !,1,4,1,1,-1,1,-1,-1,-1,-1,-1,-1,1
66,Supernatural Kubilay,2015-05-28T07:23:37.637000,Eminem and Rihanna sing the song very well.ï»¿,0,4,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0
67,Ezequiel Escamilla,2015-05-24T09:45:22.706000,I love your songs eminem your the rap godï»¿,0,4,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
68,LaMusician,,could you guys please check out my channel for hiphop beats?,1,4,1,-1,-1,1,-1,1,-1,-1,-1,-1,1
69,Angie Medina,2015-05-22T10:58:24.072000,Eminem - Love the way you lie â™¥ â™¥ â™¥ï»¿,0,4,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
70,dungeonturmoil1 .,,"YO GUYS SORRY IF THIS ANNOYS YOU!!! BUT CHECK OUT MY CHANNEL, AND LATEST VIDEO. A LIKE AND SUBSCRIBE WOULD BE NICE TOO!!!!!!!",1,4,1,1,-1,-1,-1,1,-1,-1,-1,0,1
71,Adam B,,adam b beats check out my page 2013,1,4,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
72,Adam B,,check out my page ADAM B BEATS 2013,1,4,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
73,InfernoGaming,2015-05-19T23:19:47.316000,:Dï»¿,0,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
74,Fantasy Mysteries,2015-05-23T12:12:16.470000,First they were fighting... Then they were making out...ï»¿,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
75,lisabelb,,CHECK OUT MY COVER OF LOVE THE WAY YOU LIE PLEASE!!,1,4,1,-1,-1,1,-1,1,-1,-1,-1,0,1
76,Levi Cole,2015-05-21T15:03:22.787000,Almost to a billion :)ï»¿,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
77,Susan Ambs,,Check out this video on YouTube:ï»¿,1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
78,Aubone LeMieux ,2015-05-20T03:15:39.925000,I lover this song,0,4,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0
79,ferri andrian,2015-05-24T14:32:55.194000,best song ever (y)ï»¿,0,4,-1,-1,-1,-1,0,-1,0,-1,0,-1,0
80,Pugnsuit,2015-05-28T21:32:08.714000,This song is about Rape and Cheating Â  Â Â <br /><br /><br /><br /><br /><br /><br /><br /><br /><br />Basically.....ï»¿,0,4,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
81,Lily Barboza,2015-05-22T22:36:11.416000,Hi loving itï»¿,0,4,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
82,miguel Leon,2015-05-25T22:52:54.552000,eminem - RIHANNAï»¿,0,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
83,Paul Buxton,2015-05-21T11:12:22.066000,Omg! This guy sounds like an american professor greenï»¿,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
84,Rose Bruhns,,Check out this video on YouTube:ï»¿,1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
85,Elsa Ekokobe RÃ¸nning,2015-05-22T22:19:43.707000,Lol thats the guy from animal planet and lost. And the girl is megan fox i think hahah ï»¿,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
86,diabeat diaBEAT,,I agree they are just damn spammers. They suck. Im trying to do the same and get known. I know the feeling. I will help you out and leave likes and comments on your page. I hope you could do the same and maybe subscribe to me that would be awesome thanks,1,4,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
87,faisal joy,2015-05-21T18:24:19.018000,Hi I am from bangladesh ðŸ’œï»¿,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
88,AdmiralMusclebeard,,I&#39;m subscribing to you just because your comment was that great.,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
89,Stricker Stric,,eminem new song check out my videos,1,4,1,-1,-1,-1,0,1,-1,-1,-1,-1,1
90,Smitty Werben Jaggerman Jensen,2015-05-21T18:44:38.982000,I like the Mmph version betterï»¿,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
91,Zach Myers,2015-05-26T19:46:46.819000,I hate rap and I like this songï»¿,0,4,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
92,Jp Galeanoo,2015-05-21T01:05:43.761000,IÂ  love you Eminemï»¿,0,4,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
93,HOTFUZZOFFICIAL,,"Hello to everyone! Please check out my video: /watch?v=2b4WyWpHi8c It takes just 2 minutes, hope I don&#39;t ask too much. If you can&#39;t help me just Like &amp; Share the video please, so more people will see it. Thumbs UP, it would mean so much to me, maybe will make my dream come true. Thanks to everyone, GOD BLESS YOU ALL!",1,4,1,-1,-1,1,-1,1,-1,-1,-1,-1,1
94,Kishore sl,2015-05-28T18:41:47.260000,"Don&#39;t love someone soo much, love the way u lie..ï»¿",0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
95,Brian Fletcher,2015-05-20T22:52:14.890000,Eminem rocks!ï»¿,0,4,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0
96,DJ ROY,,"Hey youtubers... {**}I really appreciate all of you who took the time, to read this, I am just a 19 year old boy who wants to be a successful musician in the           music world. {**}I dont have any money to advertise my channel, {**}If you could just visit my channel, comment on my video or subscribe, that would be great.... {**}It will only be few seconds of your life..... {**}Thank u to all the people who just gave me a chance l really appreciate it",1,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
97,awsome6948,2015-05-26T15:26:55.753000,this song is better then monster by eminemï»¿,0,4,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
98,Inga Lomidze,,like pleaseï»¿,1,4,-1,-1,-1,1,-1,-1,0,-1,-1,-1,0
99,Laura Brown,,"You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Busyglide . Sasaroo . Sore . Chillpal . Axiomatic . Naperone . Mere . Undesirable . Agreeable . Encouraging . Imperfect . Roasted . Insidious . Modgone . Quickest . Trelod . Keen . Fresh . Economic . Bocilile",1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,0,0
100,Joden Brett,,all u should go check out j rants vi about eminem,1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
101,Sebastian Martinez,2015-05-27T23:35:12.915000,that is megan foxï»¿,0,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
102,LUKAZ G,2015-05-23T04:45:12.703000,Was that Meghan fox??ï»¿,0,4,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0
103,Dakoda Bigelow,,"Hey everyone, I&#39;m Dakoda Bigelow.  I&#39;m a 17 year old singer, rapper and producer.  I&#39;ve gained over 490,000 views so far but I really need more views, likes and subscribers in order to make it.  Check out my brand new music video for my song So Gone!  Also check out my new song called Deaf.  A few moments of your time would be greatly appreciated and you won&#39;t regret it :)  Please thumbs this up so more people can see it!  Thanks for the support.",1,4,1,1,-1,1,0,1,-1,-1,-1,-1,1
104,austin green,2015-05-25T01:36:45.928000,Eminem is my insperasen and favï»¿,0,4,1,-1,-1,-1,-1,-1,-1,0,-1,-1,0
105,Giovanni Satta,2015-05-20T09:10:44.658000,beautiful song!ï»¿,0,4,-1,-1,-1,-1,0,-1,0,-1,-1,0,0
106,Honest586,,*for 90&#39;s rap fans*  check out my Big Pun - &#39;Beware&#39; cover!  Likes n comments very much appreciated!,1,4,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
107,Bilinmeyenin Bilinmeyeni,,Subscribe me Secret videos :Dï»¿,1,4,-1,1,-1,-1,-1,-1,-1,0,-1,0,0
108,Laura Da Silva,2015-05-27T20:53:19.614000,â¤â¤â¤â¤â¤â¤â¤ï»¿,0,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
109,ankit gulekar,2015-05-24T13:18:45.489000,Who is still watching in 2015ï»¿,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110,BAT MAN,2015-05-19T10:33:12.247000,Really good song .<br />you know love song song.ï»¿,0,4,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
111,Laura Winner,2015-05-23T05:14:55.214000,This song/video is such a trigger but it&#39;s just so good...ï»¿,0,4,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
112,M.E.S,,hey guys i know you wanna skip over this but please take a chance and check out my music I&#39;m a young up and coming rapper with a big dream and i appreciate constructive critisism. so please have a look thank you for your time,1,4,1,-1,-1,1,-1,1,-1,-1,-1,-1,1
113,Ali Baza,2015-05-27T18:33:10.607000,"Still listening,still same pleasureï»¿",0,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
114,Quinn and Mia Channel MattyB101,2015-05-21T22:48:59.766000,So freaking sad...ï»¿,0,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
115,Butter Forbes,,Hello. I only made ONE Eminem song on my channel. Could you guys just put A LIKE on it please? Don&#39;t need to subscribe. Thanks.,1,4,1,1,-1,1,0,-1,-1,-1,-1,0,1
116,seven4justice,,Media is Evil! Please see and share: W W W. THE FARRELL REPORT. NET  Top Ex UK Police Intelligence Analyst turned Whistleblower Tony Farrell exposes a horrific monstrous cover-up perpetrated by criminals operating crimes from inside Mainstream Entertainment and Media Law firms. Beware protect your children!! These devils brutally target innocent people. These are the real criminals linked to London&#39;s 7/7 attacks 2005.  MUST SEE AND MAKE VIRAL!!! Also see UK Column video on 31st January 2013.,1,4,-1,-1,-1,1,-1,-1,-1,-1,-1,0,1
117,clirim99,2015-05-19T12:13:44.952000,is that megan fox x:D?ï»¿,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
118,sparkle princess,2015-05-26T07:39:34.920000,"do you guys know, there&#39;s a part two of this song! :Dï»¿",0,4,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
119,RapStarz Coleman,,Hey Go To My Channel Check Out My Dongs Thanks YouTuber&#39;s,1,4,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
120,Derek Moya,,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  When does the flimsy slip facilitate the manager? How does the noise set goals the anxious regret? How does the actually loss retrieve the smile?",1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,0,1
121,Bryan Carter,,Check out this video on YouTube:ï»¿,1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
122,Noiseâ€‹Break,,Like &amp; Subscribe /watch?v=5tu9gN1l310,1,4,-1,1,-1,-1,-1,-1,0,0,-1,-1,0
123,Intan  Nadia,2015-05-22T09:38:22.793000,Is that girl is Megan fox ï»¿,0,4,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0
124,jameel alnozha,2015-05-25T06:01:01.050000,amazing songï»¿,0,4,-1,-1,-1,-1,0,-1,0,-1,-1,0,0
125,acgillespie,2015-05-26T17:09:09.703000,Sick Music for sick femalesï»¿,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
126,Louis Bryant,,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the war illustrate the exclusive space? The mountain refers the helpless death. The tax reviews the special music.",1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,0,1
127,Lisa Wellas,,+447935454150 lovely girl talk to me xxxï»¿,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
128,SBG | Zombies,2015-05-21T20:37:21.421000,We need to get this to 1 Billion Views!!ï»¿,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
129,GroÃŸdeutsches Reich,2015-05-26T02:31:49.765000,Fuck you Eminemï»¿,0,4,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
130,Furashious,2015-05-21T12:41:55.505000,Charlie got off the island and dated Megan Fox? b-but what about claire?ï»¿,0,4,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0
131,DanteBTV,,Check Out The New Hot Video By Dante B Called Riled Up,1,4,-1,-1,-1,-1,-1,1,-1,0,-1,0,0
132,Marko Vukoja,,wtf. subscribe my channel thanx ;),1,4,1,1,-1,-1,-1,-1,-1,-1,-1,0,1
133,AD OSG,,Please check out my New Song (MUSIC VIDEO) AD - Dont Play,1,4,1,-1,-1,1,0,1,-1,-1,-1,-1,1
134,Marcellus Scates-nash,2015-05-20T19:58:01.440000,awesomeï»¿,0,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
135,kyeman13,,Go check out my rapping video called Four Wheels please â¤ï¸ï»¿,1,4,1,-1,-1,1,-1,1,-1,-1,-1,-1,1
136,Nicholas Reed,,"this is the 4th most watched video on youtube. and hes the 21 most subscribed channel on youtube, just recentley surpassing justing bieber and is less then 1,00 subs away from beating taylor swift",1,4,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
137,AD OSG,,Please check out my New Song (Music Video) AD - Don&#39;t Play,1,4,1,-1,-1,1,0,1,-1,-1,-1,-1,1
138,Ben vW,2015-05-24T14:00:01.233000,I could hear this for years ;3ï»¿,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
139,Ashim Limbu,,YO GUYS IM 14 YEAR OLD RAPPER JUST STARTED RAPPING  SO PLEASE CHECK OUT MY SITE AND LEAVE FEEDBACK AND SUBSCRIBE  ALSO LIKE THIS COMMENT SO MORE CAN SEE AND MAKE MY CHANNEL BIG ASWELL,1,4,1,1,-1,1,-1,1,-1,-1,-1,-1,1
140,Juarez Ounfee,,I can&#39;t believe this I just now watched a brand new adult video clip with rihanna She has been screwing a black Basketball player  Check out her video right here if you wish:   crazy-celeb-news.eu.pn,1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
141,FrostByteRaines,,No long paragraph just check out my song called &quot;Fire&quot;.,1,4,1,-1,-1,-1,0,1,-1,-1,-1,-1,1
142,Amaral Shady 013,2015-05-07T22:43:51.220000,Hello Brazil ðŸ˜»âœŒðŸ’“ðŸ˜»ðŸ‘ï»¿,0,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
143,LEGO_01 AND OBRY,2015-05-26T01:15:53.571000,"Holy crap. 800,000,000 views?!ï»¿",0,4,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
144,PDV10,2015-05-23T02:32:21.664000,charlieee :DDDD (Those who saw Lost only will understand)ï»¿,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
145,Huda Salah,2015-05-21T21:34:27.615000,Looooved ï»¿,0,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
146,Jerry White,,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  The cook officiates the tax. The walk judges the amount. Why does the ink train the valuable increase?",1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,0,0
147,TheGenieBoy,,check out fantasy music    right here -------&gt; the1fantasy  good music man.,1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,0,1
148,Ractive,,"hey guy if you can please SUBSCRIBE to my channel im a young dedicated rapper i post videos everyday to improve  i write/perform/record/mix/edit/post everyday  i do a verse everyday (16 bars)to improve i&#39;m doing it for 365 days a whole year to improve right now i&#39;m on day 46  if you guys can please like this comment so everyone can see it and follow me on my journey/watch me improve everyday SUBSCRIBE PLEASE I&#39;m lyrical and i keep it real  help me reach my dream,help me build a fan base,THANKS(:",1,4,1,1,-1,1,-1,-1,-1,-1,-1,0,1
149,INCRIVELawesome,,Check Out LEANDRUS - PLAYTIME It&#39;s awesoooome !!,1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
150,Elias Uchiha,,if eminem gets 1 penny per view he would have 600 million dollars,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
151,Melissa Erhart,,Check out this playlist on YouTube:chcfcvzfzfbvzdrï»¿,1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
152,kissmehk,2015-05-23T19:37:52.240000,:)ï»¿,0,4,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
153,chantel toledo,,Tell us the title so i can like and subscribe your music fgw please,1,4,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1
154,BloodspitsMusic,,"Come check out our music channel! go check out the song &quot;Love Me&quot; by J.E.M.INI! If you do you are a very amazing person, thank you to all who check it out, if you don&#39;t check it out you&#39;re still an amazing person just for reading this post",1,4,-1,-1,-1,-1,0,1,-1,-1,-1,0,0
155,TheJohnRage,,"Alright ladies, if you like this song, then check out John Rage.Â  He&#39;s a smoking hot rapper coming into the game.Â  He&#39;s not better than Eminem lyrically, but he&#39;s hotter. Hear some of his songs on my channel.ï»¿",1,4,1,-1,-1,-1,0,1,-1,-1,-1,0,0
156,There's No Saving Grace (FreakOffLeash),,Check out this video on YouTube:<br /><br />Love this song... It&#39;s all good will never go back that but I&#39;ll always remember the passion but never want to go back to being dysfunctional insanity....... Goal is to live happy not live insane. ï»¿,1,4,-1,-1,-1,-1,0,1,-1,-1,-1,0,0
157,01FLHT,,Check out this video on YouTube:<br /><br />Eminem is amazing. ï»¿,1,4,-1,-1,-1,-1,-1,1,-1,0,-1,0,0
158,pooperscooper71,2015-05-24T13:13:23.397000,I wish that guy wasn&#39;t so protective geezeï»¿,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
159,Scott Johnson,,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  Why does the answer rehabilitate the blushing limit? The push depreciateds the steel. How does the beautiful selection edit the range?",1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,0,0
160,Ellen Hamilton,2015-05-26T03:40:15.595000,"Made five years ago and people still don&#39;t understand the message this song is conveying. For those of you who don&#39;t, understand that domestic violence is no game, women like the fictional one in this video do exist. Living their lives with a man who abuses her, but still chooses to stay for not the love, but for the sexual feeling he gives her. This is quite sad, actually. ï»¿",0,4,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
161,The NeedleWork,,â–¬â–¬â–¬â–¬â–¬â–¬â–¬â–¬â–¬â–¬à®œÛ©ÛžÛ©à®œâ–¬â–¬â–¬â–¬â–¬â–¬â–¬â–¬ CHECK OUT MY CHANNEL â–¬â–¬â–¬â–¬â–¬â–¬â–¬â–¬â–¬â–¬à®œÛ©ÛžÛ©à®œâ–¬â–¬â–¬â–¬â–¬â–¬â–¬â–¬,1,4,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
162,jacobvine2000 .,,"Usually guys I would vote people like this down but actually check out his channel, it reminds me of a smaller version of 8 mile. Give this guy a chance since everyone has to start somewhere!",1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
163,TheFegi12,2015-05-19T22:30:57.239000,Not badï»¿,0,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
164,Honesty Wright,2015-05-20T19:58:06.997000,hay my is honesty wright i am 12year old  i love your song thank you for makeing this song i love this song so much sometime harts can get breaken  people kill  they self or go cazzy i  love you so much thanks ðŸ˜±ðŸ‘keep on go  make  sure you doing your   dream is comeing rule  good luckï»¿,0,4,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
165,Domen Kristan,,CHECK OUT THESE LYRICS /watch?v=yUTTX04oyqQ,1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
166,Terry-Lee Mackenney,,everyone come and check out the new GTA 5 Gameplay right Here : /watch?v=6_H0m5sAYho,1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
167,101Tele,,"yo I know nobody will probably even read this..  But Iâ€™m gonna type it any way because i hope at least one person will  i&#39;m a rapper with a dream. I know there&#39;s like 200k of those in this world  but please check out my music and subscribe? if you want.? thanks,  I would love nothing more than to have a decent following on youtube..  if anyone? reading this could press the &quot;THUMBS UP&quot; other people will see it  just a simple button press? could make my dream come true =) Thank You",1,4,1,1,-1,1,-1,1,-1,-1,-1,-1,1
168,Karen Cervantes,2015-05-24T00:15:08.291000,Love Songï»¿,0,4,-1,-1,-1,-1,0,-1,0,-1,-1,0,0
169,harold_123,2015-05-25T01:03:35.172000,"Every collaboration between them, we know it will be number 1 ï»¿",0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
170,Playboy 808,2015-05-28T17:25:06.652000,Fuck Eminem. Bieber is the best &lt;3ï»¿,0,4,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0
171,nepaladventure,,Check out this playlist on YouTube:ï»¿,1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
